,do_nothing,harvest_minerals,build_spawning_pool,train_zergling,train_queen,train_overlord,do_injection,attack
"(1, 11, 0, 5, 1, 1, 0, 0, 33, True, False, True, True, 1, 12, 12, 5, 0, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 0, 0, 41, True, True, True, True, 1, 12, 12, 6, 0, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 0, 0, 40, True, False, True, True, 1, 12, 12, 6, 0, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 0, 0, 40, True, False, True, False, 1, 12, 12, 6, 0, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 0, 0, 40, False, False, False, False, 1, 12, 12, 6, 0, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 0, 0, 40, False, False, False, False, 1, 12, 12, 7, 0, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 0, 0, 40, False, False, True, False, 1, 11, 11, 7, 1, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 0, 1, 40, False, False, True, False, 1, 11, 11, 7, 1, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 0, 1, 40, True, False, True, False, 1, 11, 11, 7, 1, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 2, 1, 40, True, False, True, True, 1, 11, 11, 7, 1, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 2, 1, 48, True, False, True, True, 1, 11, 11, 7, 1, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 2, 1, 56, True, True, True, True, 1, 11, 11, 7, 1, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 2, 1, 55, True, False, True, True, 1, 11, 11, 7, 1, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 2, 1, 54, True, False, True, True, 1, 11, 11, 7, 1, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 2, 1, 54, True, True, True, True, 1, 11, 11, 7, 1, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 2, 1, 53, True, True, True, True, 1, 11, 11, 7, 1, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 4, 1, 53, True, True, True, True, 1, 11, 11, 8, 1, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 6, 1, 51, True, False, True, False, 1, 11, 11, 8, 1, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 6, 1, 51, True, False, True, True, 1, 11, 11, 8, 1, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 8, 1, 51, True, False, True, False, 1, 11, 11, 8, 1, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 8, 1, 51, True, False, True, True, 1, 11, 11, 8, 1, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 8, 1, 51, False, False, True, False, 1, 11, 11, 8, 1, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 8, 1, 59, True, False, True, True, 1, 11, 11, 8, 1, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 8, 1, 59, False, False, True, False, 1, 11, 11, 8, 1, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 8, 1, 67, True, False, True, False, 1, 11, 11, 8, 1, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 8, 2, 65, True, False, True, False, 1, 11, 11, 8, 1, 1, 2, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 8, 2, 65, True, False, True, True, 1, 11, 11, 8, 0, 0, 2, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 7, 2, 66, True, False, True, True, 1, 11, 11, 8, 0, 0, 2, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 6, 2, 66, True, True, True, True, 1, 11, 11, 8, 0, 0, 2, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 5, 2, 67, True, True, True, True, 1, 11, 11, 8, 0, 0, 1, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 4, 2, 66, True, True, True, True, 1, 11, 11, 8, 0, 0, 0, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 4, 2, 66, True, False, True, True, 1, 11, 11, 8, 0, 0, 0, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 4, 2, 66, True, False, True, True, 1, 10, 10, 8, 0, 0, 0, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 4, 2, 66, True, True, True, True, 1, 10, 10, 8, 0, 0, 0, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 4, 2, 66, True, True, True, True, 1, 9, 9, 8, 0, 0, 0, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 4, 2, 66, True, True, True, True, 1, 8, 8, 8, 0, 0, 0, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 5, 2, 67, True, True, True, True, 1, 8, 8, 9, 0, 0, 0, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 4, 2, 67, True, True, True, True, 1, 6, 6, 9, 1, 0, 0, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 4, 2, 75, True, True, True, True, 1, 6, 6, 9, 1, 0, 0, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 4, 2, 75, True, True, True, True, 1, 4, 4, 10, 1, 0, 0, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 4, 3, 75, True, True, True, True, 1, 4, 4, 10, 1, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 2, 3, 75, True, True, True, True, 1, 4, 4, 10, 1, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 2, 3, 74, True, True, True, True, 1, 4, 4, 10, 1, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 2, 3, 82, True, True, True, True, 1, 4, 4, 10, 1, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 2, 3, 82, True, True, True, True, 1, 4, 4, 11, 1, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 2, 3, 81, True, True, True, True, 1, 4, 4, 11, 1, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 4, 3, 80, True, False, True, True, 1, 4, 4, 11, 1, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 4, 3, 80, False, False, True, False, 1, 4, 4, 11, 1, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 6, 3, 79, False, False, True, False, 1, 4, 4, 11, 1, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 6, 3, 79, True, False, True, False, 1, 4, 4, 11, 1, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 13, 1, 1, 6, 3, 87, True, False, True, False, 1, 4, 4, 11, 1, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 13, 1, 1, 6, 3, 87, True, False, True, True, 1, 4, 4, 11, 1, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 13, 1, 1, 8, 3, 87, True, False, True, True, 1, 4, 4, 11, 1, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 13, 1, 1, 10, 3, 87, True, True, True, True, 1, 4, 4, 11, 1, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 14, 1, 1, 10, 3, 95, True, True, True, True, 1, 4, 4, 11, 1, 1, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 14, 1, 1, 12, 3, 95, True, False, True, True, 1, 4, 4, 11, 1, 1, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 14, 1, 1, 12, 3, 95, True, True, True, True, 1, 4, 4, 12, 1, 1, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 14, 1, 1, 12, 3, 95, True, False, True, True, 1, 4, 4, 12, 1, 1, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 14, 1, 1, 12, 3, 94, True, False, True, True, 1, 4, 4, 12, 1, 1, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 15, 1, 1, 12, 3, 102, False, False, True, False, 1, 4, 4, 12, 1, 1, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 15, 1, 1, 12, 3, 102, True, False, True, False, 1, 4, 4, 12, 1, 1, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 15, 1, 1, 12, 3, 102, True, False, True, False, 1, 4, 4, 12, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 15, 1, 1, 11, 3, 103, True, False, True, True, 1, 4, 4, 13, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 16, 1, 1, 11, 3, 111, True, False, True, True, 1, 4, 4, 13, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 16, 1, 1, 10, 3, 111, True, True, True, True, 1, 4, 4, 13, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 16, 1, 1, 12, 3, 111, True, True, True, True, 1, 3, 3, 13, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 17, 1, 1, 12, 3, 118, True, True, True, True, 1, 1, 1, 14, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 17, 1, 1, 12, 3, 118, True, False, True, False, 1, 0, 0, 14, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 17, 1, 1, 12, 3, 118, True, False, True, True, 1, 0, 0, 14, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 17, 1, 1, 11, 3, 119, False, False, True, False, 1, 0, 0, 14, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 17, 1, 1, 11, 3, 118, False, False, False, False, 1, 0, 0, 14, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 17, 1, 1, 11, 3, 118, False, False, True, False, 1, 0, 0, 14, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 17, 1, 1, 11, 3, 118, True, False, True, False, 1, 0, 0, 14, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 17, 1, 1, 13, 3, 117, False, False, True, False, 1, 0, 0, 14, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 18, 1, 1, 13, 3, 125, True, False, True, False, 1, 0, 0, 14, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 18, 1, 1, 13, 3, 125, False, False, False, False, 1, 0, 0, 14, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 19, 1, 1, 13, 3, 133, False, False, True, False, 1, 0, 0, 14, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 19, 1, 1, 15, 3, 133, False, False, True, False, 1, 0, 0, 14, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
"(1, 11, 0, 19, 1, 1, 15, 3, 133, True, False, True, False, 0, 0, 0, 14, 0, 0, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 12, 0, 1, 0, 0, 0, 0, 2, False, False, True, False, 1, 11, 11, 1, 1, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 3, 1, 0, 0, 0, 19, True, True, True, True, 1, 11, 11, 2, 1, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 3, 1, 1, 0, 0, 19, True, True, True, True, 1, 11, 11, 2, 1, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 3, 1, 1, 0, 0, 17, True, True, True, True, 1, 11, 11, 2, 1, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 4, 1, 1, 0, 0, 25, True, True, True, True, 1, 11, 11, 2, 1, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 4, 1, 1, 0, 0, 24, True, True, True, True, 1, 11, 11, 2, 1, 1, 2, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 4, 1, 1, 0, 0, 23, True, True, True, True, 1, 11, 11, 2, 1, 1, 2, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 5, 1, 1, 0, 0, 31, True, True, True, True, 1, 11, 11, 2, 1, 1, 2, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 5, 1, 1, 2, 0, 30, True, True, True, True, 1, 11, 11, 2, 1, 1, 2, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 5, 1, 1, 2, 0, 30, True, True, True, True, 1, 11, 11, 2, 1, 1, 4, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 5, 1, 1, 2, 0, 30, True, False, True, True, 1, 11, 11, 3, 1, 1, 4, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 5, 1, 1, 2, 1, 28, True, True, True, True, 1, 11, 11, 4, 1, 1, 4, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 5, 1, 1, 4, 1, 28, True, True, True, True, 1, 11, 11, 4, 1, 1, 4, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 5, 1, 1, 3, 1, 28, True, True, True, True, 1, 11, 11, 4, 1, 1, 3, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 5, 1, 1, 4, 1, 28, True, True, True, True, 1, 11, 11, 4, 1, 1, 3, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 5, 1, 1, 4, 1, 28, True, True, True, True, 1, 11, 11, 4, 1, 1, 2, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 4, 1, 36, True, True, True, True, 1, 11, 11, 4, 1, 1, 2, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 6, 1, 36, True, True, True, True, 1, 11, 11, 4, 1, 1, 2, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 6, 1, 36, True, True, True, True, 1, 11, 11, 4, 1, 1, 4, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 6, 1, 44, True, True, True, True, 1, 11, 11, 4, 1, 1, 4, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 6, 1, 44, True, True, True, True, 1, 11, 11, 4, 1, 1, 3, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 5, 2, 43, True, True, True, True, 1, 11, 11, 4, 1, 1, 2, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 5, 2, 43, True, True, True, True, 1, 11, 11, 4, 1, 1, 4, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 5, 2, 43, True, False, True, False, 1, 11, 11, 4, 1, 1, 4, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 3, 2, 44, False, False, False, False, 1, 11, 11, 4, 1, 1, 6, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 3, 2, 44, False, False, True, False, 1, 11, 11, 4, 1, 1, 6, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 3, 2, 44, False, False, True, False, 1, 11, 11, 4, 1, 1, 8, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 3, 2, 44, True, False, True, False, 1, 11, 11, 4, 1, 1, 10, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 3, 2, 52, True, False, True, True, 1, 11, 11, 4, 1, 1, 10, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 2, 2, 51, True, False, True, False, 1, 11, 11, 4, 1, 1, 10, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 0, 2, 52, True, False, True, False, 1, 11, 11, 4, 1, 1, 10, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 0, 2, 60, True, False, True, True, 1, 11, 11, 4, 1, 1, 12, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 0, 2, 60, False, False, True, False, 1, 11, 11, 4, 1, 1, 12, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 0, 3, 57, False, False, True, False, 1, 11, 11, 4, 1, 1, 12, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 0, 3, 57, False, False, True, False, 1, 11, 11, 4, 1, 1, 14, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 2, 3, 57, True, False, True, False, 1, 11, 11, 4, 1, 1, 14, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 2, 3, 56, False, False, True, False, 1, 11, 11, 4, 1, 1, 14, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 0, 3, 57, True, False, True, False, 1, 11, 11, 4, 1, 1, 12, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 0, 3, 57, True, False, True, False, 1, 11, 11, 4, 1, 1, 11, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 0, 3, 57, True, False, True, True, 1, 11, 11, 4, 1, 1, 9, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 2, 2, 59, True, False, True, True, 1, 11, 11, 4, 1, 1, 7, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 2, 2, 59, True, False, True, False, 1, 11, 11, 4, 1, 1, 4, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 2, 2, 59, True, False, True, False, 1, 11, 11, 4, 1, 1, 3, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 2, 2, 59, True, False, True, True, 1, 11, 11, 4, 1, 1, 2, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 4, 2, 59, True, False, True, True, 1, 11, 11, 4, 1, 1, 2, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 3, 2, 59, True, False, True, False, 1, 11, 11, 4, 1, 1, 4, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 3, 2, 58, True, False, True, False, 1, 11, 11, 5, 1, 1, 4, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 3, 2, 58, True, False, True, True, 1, 11, 11, 5, 1, 1, 4, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 3, 3, 64, True, False, True, True, 1, 11, 11, 5, 1, 1, 4, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 3, 3, 64, True, True, True, True, 1, 11, 11, 5, 1, 1, 4, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 3, 3, 64, False, False, True, False, 1, 11, 11, 5, 1, 1, 4, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 3, 3, 64, True, False, True, False, 1, 11, 11, 5, 1, 1, 4, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 5, 3, 64, True, False, True, False, 1, 11, 11, 6, 1, 1, 4, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 7, 3, 64, False, False, True, False, 1, 11, 11, 7, 1, 1, 4, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 7, 3, 64, True, False, True, False, 1, 11, 11, 8, 1, 1, 4, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 7, 3, 63, True, False, True, False, 1, 11, 11, 8, 1, 1, 4, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 7, 3, 63, True, False, True, False, 1, 11, 11, 8, 1, 1, 1, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 7, 3, 63, False, False, True, False, 1, 11, 11, 8, 1, 1, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 7, 3, 70, False, False, False, False, 1, 11, 11, 8, 1, 1, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 7, 3, 70, False, False, True, False, 1, 11, 11, 8, 1, 1, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 7, 3, 69, False, False, False, False, 1, 11, 11, 8, 1, 1, 0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 7, 4, 67, False, False, True, False, 1, 11, 11, 8, 1, 1, 0, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 9, 4, 67, True, False, True, False, 1, 11, 11, 9, 1, 1, 0, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 8, 4, 75, True, False, True, True, 1, 11, 11, 9, 1, 1, 0, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 6, 4, 77, True, False, True, True, 1, 11, 11, 9, 1, 1, 0, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 4, 4, 78, True, False, True, True, 1, 11, 11, 9, 1, 1, 0, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 4, 4, 78, True, True, True, True, 1, 11, 11, 9, 1, 1, 0, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 6, 4, 78, True, True, True, True, 1, 11, 11, 9, 1, 1, 0, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 6, 4, 78, True, True, True, True, 1, 11, 11, 10, 1, 1, 0, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 5, 4, 79, True, True, True, True, 1, 11, 11, 10, 1, 1, 0, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 4, 4, 79, True, True, True, True, 1, 11, 11, 10, 1, 1, 0, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
